user_id,variant,cr_first_deposit,day,bounce_rate
182,control,0,14,0.723
183,control,0,1,0.285
184,control,0,2,0.353
185,control,0,3,0.524
186,control,0,4,0.404
187,control,0,5,0.506
188,control,0,6,0.426
189,control,0,7,0.516
190,control,0,8,0.322
191,control,0,9,0.441
192,control,0,10,0.502
193,control,0,11,0.677
194,control,1,12,0.156
195,control,0,13,0.588
196,control,0,14,0.595
197,control,0,1,0.234
198,control,0,2,0.255
199,control,0,3,0.702
200,control,0,4,0.201
201,control,0,5,0.448
202,control,0,6,0.473
203,control,0,7,0.531
204,control,0,8,0.766
205,control,0,9,0.318
206,control,0,10,0.43
207,control,0,11,0.117
208,control,0,12,0.428
209,control,0,13,0.535
210,control,0,14,0.311
211,control,0,1,0.405
212,control,0,2,0.372
213,control,0,3,0.474
214,control,0,4,0.257
215,control,0,5,0.718
216,control,0,6,0.534
217,control,0,7,0.401
218,control,0,8,0.545
219,control,0,9,0.631
220,control,0,10,0.369
221,control,0,11,0.094
222,control,0,12,0.237
223,control,0,13,0.533
224,control,0,14,0.44
225,control,0,1,0.372
226,control,0,2,0.649
227,control,0,3,0.106
228,control,0,4,0.403
229,control,0,5,0.591
230,control,0,6,0.446
231,control,0,7,0.366
232,control,0,8,0.516
233,control,0,9,0.615
234,control,0,10,0.529
235,control,1,11,0.471
236,control,0,12,0.696
237,control,0,13,0.355
238,control,0,14,0.384
239,control,0,1,0.5
240,control,0,2,0.262
241,control,0,3,0.217
242,control,0,4,0.539
243,control,0,5,0.43
244,control,0,6,0.35
245,control,1,7,0.333
246,control,0,8,0.426
247,control,0,9,0.275
248,control,0,10,0.396
249,control,0,11,0.614
250,control,0,12,0.369
251,control,0,13,0.161
252,control,0,14,0.853
253,control,0,1,0.423
254,control,0,2,0.146
255,control,0,3,0.36
256,control,0,4,0.756
257,control,0,5,0.706
258,control,0,6,0.358
259,control,0,7,0.549
260,control,0,8,0.652
261,control,0,9,0.51
262,control,0,10,0.339
263,control,0,11,0.274
264,control,0,12,0.54
265,control,0,13,0.174
266,control,0,14,0.208
267,control,0,1,0.236
268,control,0,2,0.404
269,control,0,3,0.248
270,control,0,4,0.113
271,control,0,5,0.237
272,control,0,6,0.342
273,control,0,7,0.012
274,control,0,8,0.55
275,control,0,9,0.67
276,control,0,10,0.275
277,control,1,11,0.36
278,control,0,12,0.571
279,control,0,13,0.25
280,control,0,14,0.24
281,control,0,1,0.337
282,control,0,2,0.389
283,control,0,3,0.603
284,control,0,4,0.173
285,control,0,5,0.72
286,control,0,6,0.519
287,control,0,7,0.16
288,control,0,8,0.23
289,control,0,9,0.755
290,control,0,10,0.573
291,control,0,11,0.288
292,control,0,12,0.297
293,control,0,13,0.726
294,control,0,14,0.528
295,control,0,1,0.369
296,control,0,2,0.35
297,control,0,3,0.53
298,control,0,4,0.128
299,control,0,5,0.314
300,control,0,6,0.582
301,control,0,7,0.376
302,control,0,8,0.512
303,control,0,9,0.405
304,control,0,10,0.155
305,control,0,11,0.525
306,control,0,12,0.717
307,control,0,13,0.208
308,control,0,14,0.343
309,control,0,1,0.392
310,control,0,2,0.562
311,control,0,3,0.494
312,control,0,4,0.684
313,control,0,5,0.475
314,control,0,6,0.538
315,control,0,7,0.336
316,control,0,8,0.195
317,control,0,9,0.735
318,control,0,10,0.342
319,control,0,11,0.846
320,control,0,12,0.518
321,control,0,13,0.168
322,control,0,14,0.551
323,control,0,1,0.43
324,control,0,2,0.442
325,control,0,3,0.102
326,control,0,4,0.344
327,control,0,5,0.482
328,control,0,6,0.396
329,control,0,7,0.572
330,control,0,8,0.59
331,control,0,9,0.285
332,control,1,10,0.423
333,control,0,11,0.394
334,control,0,12,0.693
335,control,0,13,0.219
336,control,0,14,0.432
337,control,0,1,0.559
338,control,0,2,0.381
339,control,0,3,0.077
340,control,0,4,0.279
341,control,0,5,0.527
342,control,0,6,0.387
343,control,0,7,0.438
344,control,0,8,0.945
345,control,0,9,0.449
346,control,0,10,0.345
347,control,0,11,0.582
348,control,0,12,0.36
349,control,0,13,0.357
350,control,0,14,0.112
351,control,0,1,0.343
352,control,0,2,0.369
353,control,0,3,0.038
354,control,0,4,0.264
355,control,0,5,0.154
356,control,0,6,0.569
357,control,0,7,0.33
358,control,0,8,0.409
359,control,0,9,0.244
360,control,0,10,0.597
361,control,0,11,0.555
362,control,0,12,0.389
363,control,0,13,0.261
364,control,0,14,0.579
365,control,0,1,0.58
366,control,0,2,0.482
367,control,0,3,0.504
368,control,0,4,0.541
369,control,0,5,0.296
370,control,0,6,0.518
371,control,0,7,0.202
372,control,0,8,0.225
373,control,0,9,0.472
374,control,0,10,0.467
375,control,0,11,0.366
376,control,1,12,0.527
377,control,0,13,0.658
378,control,0,14,0.511
379,control,0,1,0.103
380,control,0,2,0.222
381,control,0,3,0.649
382,control,0,4,0.471
383,control,0,5,0.663
384,control,0,6,0
385,control,0,7,0.289
386,control,0,8,0.08
387,control,0,9,0.487
388,control,0,10,0.658
389,control,0,11,0.629
390,control,0,12,0.383
391,control,0,13,0.459
392,control,0,14,0.236
393,control,0,1,0.458
394,control,0,2,0.628
395,control,0,3,0.254
396,control,0,4,0.466
397,control,0,5,0.555
398,control,0,6,0.199
399,control,0,7,0.392
400,control,0,8,0.626
401,control,0,9,0.632
402,control,0,10,0.355
403,control,0,11,0.286
404,control,1,12,0.277
405,control,0,13,0.495
406,control,0,14,0.179
407,control,0,1,0.462
408,control,0,2,0.415
409,control,0,3,0.353
410,control,0,4,0.525
411,control,0,5,0
412,control,0,6,0.442
413,control,0,7,0.101
414,control,0,8,0.39
415,control,0,9,0.103
416,control,0,10,0.465
417,control,0,11,0.471
418,control,0,12,0.5
419,control,0,13,0.317
420,control,0,14,0.556
421,control,0,1,0.175
422,control,0,2,0.131
423,control,0,3,0.398
424,control,0,4,0.434
425,control,0,5,0.387
426,control,0,6,0.424
427,control,0,7,0.261
428,control,0,8,0.57
429,control,0,9,0.096
430,control,0,10,0.524
431,control,0,11,0.138
432,control,0,12,0.519
433,control,0,13,0.324
434,control,0,14,0.14
435,control,0,1,0.356
436,control,0,2,0.365
437,control,0,3,0.525
438,control,0,4,0.103
439,control,0,5,0.925
440,control,0,6,0.516
441,control,0,7,0.63
442,control,0,8,0.161
443,control,0,9,0.487
444,control,0,10,0.449
445,control,0,11,0.481
446,control,0,12,0.244
447,control,0,13,0.148
448,control,0,14,0.331
449,control,0,1,0.44
450,control,0,2,0.769
451,control,0,3,0.705
452,control,0,4,0.454
453,control,0,5,0.671
454,control,0,6,0.377
455,control,0,7,0.3
456,control,0,8,0.909
457,control,0,9,0.224
458,control,0,10,0.228
459,control,0,11,0.174
460,control,0,12,0.744
461,control,0,13,0.42
462,control,0,14,0.389
463,control,0,1,0.36
464,control,0,2,0.295
465,control,0,3,0.507
466,control,0,4,0.236
467,control,0,5,0.577
468,control,0,6,0.329
469,control,0,7,0.212
470,control,0,8,0.205
471,control,0,9,0.695
472,control,0,10,0.579
473,control,0,11,0.364
474,control,0,12,0.549
475,control,0,13,0.497
476,control,0,14,0.262
477,control,0,1,0.185
478,control,0,2,0.374
479,control,0,3,0.26
480,control,0,4,0.257
481,control,0,5,0.261
482,control,0,6,0.751
483,control,0,7,0.851
484,control,0,8,0.414
485,control,0,9,0.281
486,control,0,10,0.534
487,control,0,11,0.054
488,control,0,12,0.504
489,control,0,13,0.388
490,control,0,14,0.414
491,control,0,1,0.435
492,control,0,2,0.306
493,control,0,3,0.338
494,control,0,4,0.26
495,control,0,5,0.451
496,control,0,6,0.147
497,control,0,7,0.656
498,control,0,8,0.176
499,control,0,9,0.349
500,control,0,10,0.097
501,control,0,11,0.475
502,control,0,12,0.444
503,control,0,13,0.39
504,control,0,14,0.469
505,control,0,1,0.179
506,control,0,2,0.567
507,control,0,3,0
508,control,0,4,0.384
509,control,0,5,0.625
510,control,0,6,0.608
511,control,1,7,0.581
512,control,0,8,0.528
513,control,0,9,0.461
514,control,0,10,0.203
515,control,0,11,0.4
516,control,0,12,0.252
517,control,0,13,0.492
518,control,0,14,0.109
519,control,0,1,0.183
520,control,0,2,0.3
521,control,0,3,0.772
522,control,0,4,0.506
523,control,0,5,0.34
524,control,0,6,0.457
525,control,0,7,0.383
526,control,0,8,0.437
527,control,0,9,0.451
528,control,0,10,0.186
529,control,0,11,0.541
530,control,0,12,0.495
531,control,0,13,0.65
532,control,0,14,0.533
533,control,0,1,0.451
534,control,0,2,0.361
535,control,0,3,0.138
536,control,0,4,0.384
537,control,0,5,0.216
538,control,0,6,0.377
539,control,0,7,0.393
540,control,0,8,0.043
541,control,0,9,0.661
542,control,0,10,0.456
543,control,0,11,0.322
544,control,0,12,0.346
545,control,0,13,0.522
546,control,0,14,0.317
547,control,0,1,0.26
548,control,0,2,0.384
549,control,0,3,0.563
550,control,0,4,0.332
551,control,0,5,0.32
552,control,0,6,0.385
553,control,0,7,0.491
554,control,0,8,0.204
555,control,0,9,0.254
556,control,1,10,0.445
557,control,0,11,0.275
558,control,0,12,0
559,control,0,13,0.472
560,control,0,14,0.039
561,control,0,1,0.395
562,control,0,2,0.151
563,control,0,3,0.701
564,control,0,4,0.361
565,control,0,5,0.495
566,control,0,6,0.548
567,control,0,7,0.707
568,control,0,8,0.3
569,control,0,9,0.174
570,control,0,10,0.345
571,control,0,11,0.71
572,control,0,12,0.322
573,control,0,13,0.402
574,control,0,14,0.513
575,control,0,1,0.439
576,control,0,2,0.561
577,control,0,3,0.412
578,control,0,4,0.536
579,control,0,5,0.515
580,control,0,6,0.149
581,control,0,7,0.437
582,control,0,8,0.498
583,control,0,9,0.324
584,control,0,10,0.534
585,control,0,11,0.687
586,control,0,12,0.373
587,control,0,13,0.516
588,control,0,14,0.315
589,control,0,1,0.736
590,control,0,2,0.388
591,control,0,3,0.565
592,control,0,4,0.37
593,control,0,5,0.538
594,control,0,6,0.262
595,control,0,7,0.417
596,control,0,8,0
597,control,0,9,0.758
598,control,0,10,0.107
599,control,0,11,0.891
600,control,0,12,0.404
601,control,0,13,0.36
602,control,0,14,0.537
603,control,0,1,0.425
604,control,0,2,0.427
605,control,0,3,0.424
606,control,0,4,0.236
607,control,0,5,0.428
608,control,0,6,0.695
609,control,0,7,0.386
610,control,0,8,0.281
611,control,0,9,0.36
612,control,0,10,0.534
613,control,0,11,0.25
614,control,0,12,0.401
615,control,0,13,0.327
616,control,0,14,0.531
617,control,0,1,0.592
618,control,1,2,0.218
619,control,0,3,0.651
620,control,0,4,0.081
621,control,0,5,0.521
622,control,0,6,0.651
623,control,0,7,0.191
624,control,0,8,0.388
625,control,0,9,0.319
626,control,0,10,0.472
627,control,0,11,0.399
628,control,0,12,0.439
629,control,0,13,0.58
630,control,0,14,0.561
631,control,0,1,0.386
632,control,0,2,0.376
633,control,0,3,0.596
634,control,0,4,0.156
635,control,0,5,0.363
636,control,0,6,0.445
637,control,0,7,0
638,control,0,8,0.404
639,control,0,9,0.429
640,control,0,10,0.271
641,control,0,11,0.319
642,control,0,12,0.428
643,control,0,13,0.471
644,control,0,14,0.551
645,control,0,1,0.886
646,control,0,2,0.35
647,control,0,3,0.421
648,control,0,4,0.531
649,control,0,5,0.427
650,control,0,6,0.574
651,control,0,7,0.475
652,control,0,8,0.622
653,control,0,9,0.275
654,control,0,10,0.427
655,control,0,11,0.256
656,control,0,12,0.318
657,control,0,13,0.781
658,control,0,14,0.349
659,control,0,1,0.326
660,control,0,2,0.408
661,control,0,3,0.646
662,control,0,4,0.532
663,control,0,5,0.321
664,control,0,6,0.698
665,control,0,7,0.155
666,control,1,8,0.393
667,control,0,9,0.252
668,control,0,10,0.592
669,control,0,11,0.353
670,control,0,12,0.304
671,control,0,13,0.588
672,control,0,14,0.347
673,control,0,1,0
674,control,0,2,0.355
675,control,0,3,0.434
676,control,0,4,0.582
677,control,0,5,0.243
678,control,0,6,0.609
679,control,0,7,0.392
680,control,0,8,0.549
681,control,0,9,0.428
682,control,0,10,0.468
683,control,0,11,0.271
684,control,0,12,0.428
685,control,0,13,0.503
686,control,0,14,0.32
687,control,0,1,0.424
688,control,0,2,0.679
689,control,0,3,0.623
690,control,0,4,0.676
691,control,0,5,0.431
692,control,0,6,0.348
693,control,0,7,0.413
694,control,0,8,0.466
695,control,0,9,0.474
696,control,0,10,0.232
697,control,0,11,0.256
698,control,0,12,0.5
699,control,0,13,0.135
700,control,0,14,0.451
701,control,0,1,0.211
702,control,0,2,0.518
703,control,0,3,0.714
704,control,0,4,0.5
705,control,0,5,0.422
706,control,0,6,0.151
707,control,0,7,0.529
708,control,0,8,0.345
709,control,0,9,0.478
710,control,0,10,0.896
711,control,0,11,0.431
712,control,0,12,0.316
713,control,0,13,0.529
714,control,0,14,0.686
715,control,0,1,0.459
716,control,0,2,0.248
717,control,0,3,0.407
718,control,0,4,0.396
719,control,0,5,0.32
720,control,0,6,0.417
721,control,0,7,0.431
722,control,0,8,0.431
723,control,0,9,0.865
724,control,0,10,0.3
725,control,0,11,0.695
726,control,0,12,0.666
727,control,0,13,0.637
728,control,0,14,0.354
729,control,0,1,0.809
730,control,0,2,0.42
731,control,0,3,0.453
732,control,0,4,0.332
733,control,0,5,0.251
734,control,0,6,0.033
735,control,0,7,0.345
736,control,0,8,0.495
737,control,0,9,0.125
738,control,0,10,0.558
739,control,0,11,0.151
740,control,0,12,0.432
741,control,0,13,0.068
742,control,0,14,0.419
743,control,0,1,0.526
744,control,0,2,0.392
745,control,0,3,0.644
746,control,0,4,0.372
747,control,0,5,0.433
748,control,0,6,0.39
749,control,0,7,0.456
750,control,0,8,0.108
751,control,0,9,0.683
752,control,0,10,0.249
753,control,0,11,0.694
754,control,0,12,0.566
755,control,0,13,0.236
756,control,0,14,0.291
757,control,0,1,0.574
758,control,1,2,0.207
759,control,0,3,0.42
760,control,0,4,0.495
761,control,0,5,0.511
762,control,0,6,0.506
763,control,0,7,0.477
764,control,1,8,0.53
765,control,0,9,0.595
766,control,0,10,0.515
767,control,0,11,0.271
768,control,0,12,0.593
769,control,0,13,0.689
770,control,0,14,0.688
771,control,0,1,0.355
772,control,0,2,0.539
773,control,1,3,0.472
774,control,0,4,0.638
775,control,0,5,0.761
776,control,0,6,0.644
777,control,0,7,0.36
778,control,0,8,0.422
779,control,0,9,0.147
780,control,0,10,0.299
781,control,0,11,0.375
782,control,0,12,0.518
783,control,0,13,0.282
784,control,0,14,0.684
785,control,0,1,0.433
786,control,0,2,0.123
787,control,0,3,0.601
788,control,0,4,0.451
789,control,0,5,0.659
790,control,0,6,0.385
791,control,0,7,0.292
792,control,0,8,0.493
793,control,0,9,0.412
794,control,0,10,0.385
795,control,1,11,0.393
796,control,0,12,0.54
797,control,0,13,0.566
798,control,0,14,0.824
799,control,0,1,0.586
800,control,0,2,0.145
801,control,0,3,0.742
802,control,0,4,0.375
803,control,0,5,0.471
804,control,1,6,0.233
805,control,0,7,0.699
806,control,0,8,0.663
807,control,0,9,0.683
808,control,0,10,0.106
809,control,0,11,0.428
810,control,0,12,0.366
811,control,0,13,0.025
812,control,0,14,0.532
813,control,0,1,0.665
814,control,0,2,0.27
815,control,0,3,0.27
816,control,0,4,0.373
817,control,0,5,0.549
818,control,0,6,0.212
819,control,0,7,0.486
820,control,0,8,0.496
821,control,0,9,0.464
822,control,0,10,0.13
823,control,0,11,0.449
824,control,0,12,0.611
825,control,0,13,0.195
826,control,0,14,0.471
827,control,0,1,0.469
828,control,0,2,0.545
829,control,0,3,0.648
830,control,0,4,0.513
831,control,0,5,0.64
832,control,0,6,0.289
833,control,0,7,0.63
834,control,0,8,0.178
835,control,0,9,0.611
836,control,0,10,0.263
837,control,1,11,0.586
838,control,0,12,0.193
839,control,0,13,0.358
840,control,0,14,0.437
841,control,0,1,0.445
842,control,0,2,0.623
843,control,0,3,0.493
844,control,0,4,0.238
845,control,0,5,0.37
846,control,0,6,0.301
847,control,0,7,0.28
848,control,0,8,0.592
849,control,0,9,0.596
850,control,0,10,0.316
851,control,0,11,0.198
852,control,0,12,0.514
853,control,0,13,0.277
854,control,0,14,0.487
855,control,0,1,0.505
856,control,0,2,0.234
857,control,0,3,0.096
858,control,0,4,0.275
859,control,0,5,0.415
860,control,0,6,0.233
861,control,0,7,0.531
862,control,0,8,0.352
863,control,0,9,0.274
864,control,0,10,0.537
865,control,0,11,0.391
866,control,0,12,0.64
867,control,0,13,0.599
868,control,0,14,0.379
869,control,0,1,0.253
870,control,0,2,0.227
871,control,0,3,0.155
872,control,0,4,0.571
873,control,0,5,0.074
874,control,0,6,0.158
875,control,0,7,0.049
876,control,0,8,0.728
877,control,0,9,0.515
878,control,0,10,0.385
879,control,0,11,0.587
880,control,0,12,0.194
881,control,0,13,0.277
882,control,0,14,0.052
883,control,0,1,0.883
884,control,0,2,0.522
885,control,0,3,0.367
886,control,0,4,0.313
887,control,0,5,0.377
888,control,0,6,0.438
889,control,0,7,0.446
890,control,0,8,0.435
891,control,0,9,0.319
892,control,0,10,0.727
893,control,0,11,0.193
894,control,0,12,0.794
895,control,0,13,0.358
896,control,0,14,0.724
897,control,0,1,0.447
898,control,0,2,0.345
899,control,0,3,0.619
900,control,0,4,0.232
901,control,0,5,0.218
902,control,0,6,0.546
903,control,0,7,0.457
904,control,0,8,0.707
905,control,0,9,0.511
906,control,0,10,0.302
907,control,0,11,0.377
908,control,0,12,0
909,control,0,13,0.491
910,control,0,14,0.371
911,control,0,1,0.481
912,control,0,2,0.302
913,control,0,3,0.3
914,control,0,4,0.325
915,control,0,5,0.655
916,control,0,6,0.459
917,control,0,7,0.077
918,control,0,8,0.533
919,control,0,9,0.446
920,control,0,10,0.423
921,control,0,11,0.066
922,control,0,12,0.294
923,control,0,13,0.148
924,control,0,14,0.684
925,control,0,1,0.367
926,control,0,2,0.303
927,control,0,3,0.421
928,control,0,4,0.513
929,control,0,5,0.108
930,control,0,6,0.46
931,control,0,7,0.752
932,control,0,8,0.269
933,control,0,9,0.539
934,control,0,10,0.472
935,control,0,11,0.535
936,control,0,12,0.432
937,control,0,13,0.387
938,control,0,14,0.32
939,control,0,1,0.454
940,control,0,2,0.312
941,control,0,3,0.335
942,control,0,4,0.707
943,control,0,5,0.666
944,control,0,6,0.368
945,control,0,7,0.127
946,control,0,8,0.871
947,control,0,9,0.326
948,control,0,10,0.588
949,control,0,11,0.333
950,control,0,12,0.525
951,control,0,13,0.483
952,control,0,14,0.602
953,control,0,1,0.265
954,control,0,2,0.186
955,control,0,3,0.638
956,control,0,4,0.807
957,control,0,5,0.448
958,control,0,6,0.4
959,control,0,7,0.703
960,control,0,8,0.506
961,control,0,9,0.718
962,control,0,10,0.18
963,control,0,11,0.175
964,control,0,12,0.36
965,control,0,13,0.707
966,control,0,14,0.425
967,control,0,1,0.454
968,control,0,2,0.245
969,control,0,3,0.282
970,control,0,4,0.54
971,control,0,5,0.587
972,control,0,6,0.44
973,control,0,7,0.064
974,control,0,8,0.376
975,control,0,9,0.307
976,control,0,10,0.125
977,control,0,11,0.416
978,control,0,12,0.461
979,control,0,13,0.468
980,control,0,14,0.6
981,control,0,1,0.548
982,control,0,2,0.447
983,control,0,3,0.333
984,control,0,4,0.35
985,control,0,5,0.324
986,control,0,6,0.891
987,control,0,7,0.397
988,control,0,8,0.246
989,control,0,9,0.203
990,control,0,10,0.645
991,control,0,11,0.573
992,control,1,12,0.078
993,control,0,13,0.539
994,control,0,14,0.355
995,control,0,1,0.452
996,control,0,2,0.494
997,control,0,3,0.533
998,control,0,4,0.517
999,control,0,5,0.16
1000,control,0,6,0.372
1001,control,0,7,0.226
1002,control,0,8,0.764
1003,control,0,9,0.491
1004,control,1,10,0.197
1005,control,0,11,0.405
1006,control,0,12,0.603
1007,control,0,13,0.352
1008,control,0,14,0.551
1009,control,0,1,0.149
1010,control,0,2,0.527
1011,control,1,3,0.462
1012,control,0,4,0.157
1013,control,0,5,0.251
1014,control,0,6,0.574
1015,control,0,7,0.477
1016,control,0,8,0.264
1017,control,0,9,0.523
1018,control,0,10,0.228
1019,control,0,11,0.665
1020,control,0,12,0.289
1021,control,0,13,0.615
1022,control,0,14,0.538
1023,control,0,1,0.269
1024,control,0,2,0.387
1025,control,0,3,0.294
1026,control,0,4,0.229
1027,control,0,5,0.279
1028,control,0,6,0.553
1029,control,0,7,0.409
1030,control,0,8,0.669
1031,control,0,9,0.575
1032,control,0,10,0.186
1033,control,0,11,0.649
1034,control,0,12,0.551
1035,control,0,13,0.47
1036,control,0,14,0.559
1037,control,1,1,0.281
1038,control,0,2,0.365
1039,control,0,3,0.628
1040,control,0,4,0.363
1041,control,0,5,0.632
1042,control,0,6,0.223
1043,control,0,7,0.628
1044,control,0,8,0.439
1045,control,0,9,0.513
1046,control,0,10,0.165
1047,control,0,11,0.489
1048,control,0,12,0.285
1049,control,0,13,0.57
1050,control,0,14,0.405
1051,control,0,1,0.407
1052,control,0,2,0.681
1053,control,0,3,0.435
1054,control,0,4,0.224
1055,control,0,5,0.224
1056,control,0,6,0.268
1057,control,0,7,0.384
1058,control,0,8,0.051
1059,control,0,9,0.296
1060,control,0,10,0.425
1061,control,0,11,0.407
1062,control,0,12,0.258
1063,control,0,13,0.19
1064,control,0,14,0.57
1065,control,0,1,0.425
1066,control,0,2,0.182
1067,control,0,3,0.365
1068,control,0,4,0.573
1069,control,0,5,0.166
1070,control,0,6,0.556
1071,control,0,7,0.576
1072,control,0,8,0.421
1073,control,0,9,0.151
1074,control,0,10,0.412
1075,control,0,11,0.446
1076,control,0,12,0.473
1077,control,0,13,0.263
1078,control,0,14,0.468
1079,control,0,1,0.508
1080,control,0,2,0.608
1081,control,0,3,0.285
1082,control,0,4,0.157
1083,control,0,5,0.337
1084,control,0,6,0.004
1085,control,0,7,0.623
1086,control,0,8,0.637
1087,control,0,9,0.485
1088,control,1,10,0.346
1089,control,0,11,0.44
1090,control,0,12,0.733
1091,control,0,13,0.711
1092,control,0,14,0.588
1093,control,0,1,0.418
1094,control,0,2,0.216
1095,control,0,3,0.297
1096,control,0,4,0.646
1097,control,0,5,0.426
1098,control,0,6,0.392
1099,control,0,7,0.529
1100,control,0,8,0.346
1101,control,0,9,0.415
1102,control,0,10,0.329
1103,control,0,11,0.268
1104,control,0,12,0.256
1105,control,0,13,0.689
1106,control,0,14,0.155
1107,control,0,1,0.311
1108,control,0,2,0.521
1109,control,0,3,0.363
1110,control,0,4,0.494
1111,control,0,5,0.673
1112,control,0,6,0.521
1113,control,0,7,0.131
1114,control,0,8,0.199
1115,control,0,9,0.295
1116,control,0,10,0.529
1117,control,0,11,0.734
1118,control,0,12,0.345
1119,control,0,13,0.459
1120,control,0,14,0.558
1121,control,0,1,0.19
1122,control,0,2,0.351
1123,control,0,3,0.304
1124,control,0,4,0.661
1125,control,0,5,0.517
1126,control,0,6,0.618
1127,control,0,7,0.126
1128,control,0,8,0.605
1129,control,0,9,0.515
1130,control,0,10,0.244
1131,control,0,11,0.324
1132,control,0,12,0.577
1133,control,0,13,0.298
1134,control,0,14,0.293
1135,control,0,1,0.545
1136,control,0,2,0.239
1137,control,0,3,0.19
1138,control,0,4,0.197
1139,control,0,5,0.276
1140,control,0,6,0.095
1141,control,0,7,0.381
1142,control,0,8,0.161
1143,control,0,9,0.399
1144,control,0,10,0.523
1145,control,0,11,0.329
1146,control,0,12,0.387
1147,control,0,13,0.619
1148,control,0,14,0.275
1149,control,0,1,0.624
1150,control,1,2,0.54
1151,control,0,3,0
